,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
586,586,Down Under,Men At Work,The Best Of Men At Work: Contraband,1996-02-01,False,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.8909999999999999,107.23100000000001,audio_features,220867,4
587,587,Don't Stop Believin',Journey,Escape,1981,False,4bHsxqR3GMrXTxEPLuK5ue,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072000000000001,1,0.0363,0.127,0.0,0.447,0.514,118.852,audio_features,250987,4
588,588,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,The Essential Kenny Loggins,2002,False,4YR6Dextuoc3I8nJ0XgzKI,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,0.564,0.9109999999999999,2,-5.39,1,0.0536,0.159,4.36e-05,0.11800000000000001,0.5820000000000001,173.938,audio_features,226293,4
589,589,You Make My Dreams,Daryl Hall & John Oates,Voices,1980,False,4o6BgsqLIBViaGVbx5rbRk,spotify:track:4o6BgsqLIBViaGVbx5rbRk,0.7509999999999999,0.501,5,-12.151,1,0.0552,0.23399999999999999,0.11199999999999999,0.0467,0.902,167.058,audio_features,190627,4
590,590,Tainted Love,Soft Cell,Non Stop Erotic Cabaret (Deluxe Edition),1981-12,False,3HnqpxXpizCRADKCU78cLk,spotify:track:3HnqpxXpizCRADKCU78cLk,0.518,0.51,0,-8.057,0,0.0352,0.47600000000000003,0.0,0.292,0.6509999999999999,144.543,audio_features,153880,4
591,591,Beat It - Single Version,Michael Jackson,Thriller 25 Super Deluxe Edition,1982-11-30,False,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,0.779,0.867,3,-3.7039999999999997,0,0.0457,0.0491,7.98e-06,0.19699999999999998,0.915,138.858,audio_features,258040,4
592,592,Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,False,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,0.508,0.8340000000000001,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,216053,4
593,593,Under Pressure,Queen,Best of Bowie,2002-10-21,False,5oidljiMjeJTWUGZ4TfFea,spotify:track:5oidljiMjeJTWUGZ4TfFea,0.6779999999999999,0.643,2,-9.316,1,0.0444,0.24,0.0,0.0708,0.534,113.46,audio_features,237520,4
594,594,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,1987-06-02,False,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.7090000000000001,0.8240000000000001,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,audio_features,291293,4
595,595,You Give Love A Bad Name,Bon Jovi,Slippery When Wet (Remastered),1986-01-01,False,5VVwwfK6Cp9IydkhKfJUEq,spotify:track:5VVwwfK6Cp9IydkhKfJUEq,0.54,0.96,0,-2.971,0,0.0521,0.0678,2.34e-06,0.342,0.802,122.76100000000001,audio_features,222707,4
596,596,Don't You (Forget About Me),Simple Minds,Once Upon A Time (Super Deluxe),1985-10-21,False,6CtNdzwFfWUHOSXyJsHvBe,spotify:track:6CtNdzwFfWUHOSXyJsHvBe,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.6779999999999999,111.346,audio_features,263040,4
597,597,We Built This City,Starship,Knee Deep In The Hoopla,1985,False,7aHRctaQ7vjxVTVmY8OhAA,spotify:track:7aHRctaQ7vjxVTVmY8OhAA,0.6609999999999999,0.9079999999999999,5,-4.897,1,0.039,0.052000000000000005,0.0,0.0708,0.6559999999999999,144.091,audio_features,296080,4
598,598,Heaven Is a Place on Earth,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,2013-06-03,False,37Q5anxoGWYdRsyeXkkNoI,spotify:track:37Q5anxoGWYdRsyeXkkNoI,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.7929999999999999,122.902,audio_features,246520,4
599,599,Come On Eileen,Dexys Midnight Runners,Too Rye Ay (Deluxe Edition),1982-08,False,5uzNa0SBGOe5pPnstWHMCt,spotify:track:5uzNa0SBGOe5pPnstWHMCt,0.466,0.615,0,-9.102,1,0.0492,0.413,0.0,0.34299999999999997,0.812,108.016,audio_features,273720,4
600,600,I'm Still Standing,Elton John,Rocket Man (Deluxe Edition),2007-03-26,False,0lzpfrTARexLFXEACKSXTh,spotify:track:0lzpfrTARexLFXEACKSXTh,0.489,0.927,10,-6.297999999999999,0,0.17,0.455,0.00165,0.305,0.79,177.354,audio_features,181787,4
601,601,Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),2014-03-28,False,2zjt2hHBbiv5SuxYg8Z7eP,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,0.7070000000000001,0.7879999999999999,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,audio_features,238120,4
602,602,Bette Davis Eyes,Kim Carnes,Bette Davis Eyes,2007-01-01,False,0kPeymTUiaidv48eRrMISu,spotify:track:0kPeymTUiaidv48eRrMISu,0.659,0.541,5,-7.919,1,0.0272,0.0174,0.0,0.198,0.56,116.685,audio_features,224693,4
603,603,Wake Me Up Before You Go-Go,Wham!,Make It Big,1984-10-23,False,5XsMz0YfEaHZE0MTb1aujs,spotify:track:5XsMz0YfEaHZE0MTb1aujs,0.618,0.764,0,-6.027,1,0.0562,0.18600000000000003,0.0,0.12,0.8759999999999999,81.366,audio_features,230693,4
604,604,Video Killed The Radio Star,The Buggles,The Age Of Plastic,1980-01-10,False,7o7E1nrHWncYY7PY94gCiX,spotify:track:7o7E1nrHWncYY7PY94gCiX,0.68,0.6779999999999999,1,-11.548,1,0.0754,0.10300000000000001,0.00828,0.204,0.251,131.165,audio_features,252773,4
605,605,Funky Town,Lipps Inc.,Paradas Continuas,2010-02-01,True,7723JnKU2R15Iv4T7OJrly,spotify:track:7723JnKU2R15Iv4T7OJrly,0.9059999999999999,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,audio_features,239253,4
606,606,Hungry Eyes,Eric Carmen,Dirty Dancing,1987-07-10,False,25BxqC9Yo7TQ175DLAyMJs,spotify:track:25BxqC9Yo7TQ175DLAyMJs,0.703,0.517,5,-12.093,1,0.0254,0.0215,0.0,0.0953,0.6890000000000001,110.52,audio_features,248267,4
607,607,Don't You Want Me,The Human League,Dare!,1981,False,3L7RtEcu1Hw3OXrpnthngx,spotify:track:3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,audio_features,236920,4
608,608,Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,1987-11-12,False,4uLU6hMCjMI75M1A2tKUQC,spotify:track:4uLU6hMCjMI75M1A2tKUQC,0.721,0.9390000000000001,8,-11.823,1,0.0376,0.115,3.79e-05,0.10800000000000001,0.914,113.309,audio_features,213573,4
609,609,"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,Ravishing - The Best Of,2009-03-26,False,6AJlcxjEO2baFC24GPsJjg,spotify:track:6AJlcxjEO2baFC24GPsJjg,0.575,0.8109999999999999,9,-10.981,0,0.0401,0.0159,4.37e-06,0.0902,0.873,149.671,audio_features,348707,4
610,610,Everywhere,Fleetwood Mac,Tango In The Night,1987-04-13,False,6i8ecOsx4J2Px1maiqzqoG,spotify:track:6i8ecOsx4J2Px1maiqzqoG,0.69,0.54,4,-10.515999999999998,1,0.0317,0.218,0.00657,0.115,0.764,114.846,audio_features,222733,4
611,611,Jump - 2015 Remaster,Van Halen,1984 (Remastered),1984-01-04,False,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,0.5720000000000001,0.835,0,-6.218999999999999,1,0.0317,0.171,0.000376,0.0702,0.7959999999999999,129.994,audio_features,241600,4
612,612,Blue Monday,New Order,Singles (US format),2005-12-06,False,4sy45X8Jo15DxjDDpDkInF,spotify:track:4sy45X8Jo15DxjDDpDkInF,0.748,0.7829999999999999,0,-9.115,1,0.0527,0.0007570000000000001,0.528,0.09,0.929,130.376,audio_features,449493,4
613,613,You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),1986-08-12,False,0qxYx4F3vm1AOnfux6dDxP,spotify:track:0qxYx4F3vm1AOnfux6dDxP,0.7759999999999999,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433,audio_features,280000,4
614,614,Red Red Wine,UB40,The Very Best Of,2000,False,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.46799999999999997,1,-8.53,1,0.0476,0.00414,1.32e-05,0.26899999999999996,0.843,89.119,audio_features,183733,4
615,615,You Can't Hurry Love,Phil Collins,"Hello, I Must Be Going",1982-11-17,False,4YUlGNZfYA6EUE5KDsGqpC,spotify:track:4YUlGNZfYA6EUE5KDsGqpC,0.639,0.9229999999999999,7,-5.707999999999999,1,0.032,0.0674,0.0,0.0879,0.7609999999999999,97.874,audio_features,175347,4
616,616,Walk Of Life,Dire Straits,Brothers In Arms (Remastered),1985-05-13,False,4tyl9OMKMG8F2L0RUYQMH3,spotify:track:4tyl9OMKMG8F2L0RUYQMH3,0.461,0.9179999999999999,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,audio_features,249960,4
617,617,Uptown Girl,Billy Joel,An Innocent Man,1983-08-08,False,5zA8vzDGqPl2AzZkEYQGKh,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,0.701,0.943,4,-2.986,1,0.0456,0.0747,0.0,0.601,0.7909999999999999,128.99200000000002,audio_features,197707,4
618,618,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",1997-03-25,False,34x6hEJgGAOQvmlMql5Ige,spotify:track:34x6hEJgGAOQvmlMql5Ige,0.544,0.897,3,-6.056,0,0.0471,0.24100000000000002,0.0,0.13,0.647,157.17,audio_features,215133,4
619,619,Easy Lover,Philip Bailey,Chinese Wall,1985-03-20,False,7INi4pMPG4IE0Smx5y4KVf,spotify:track:7INi4pMPG4IE0Smx5y4KVf,0.7490000000000001,0.6990000000000001,1,-13.107999999999999,1,0.0371,0.0674,0.0019199999999999998,0.0763,0.935,128.904,audio_features,304507,4
620,620,Hungry Like the Wolf - 2009 Remaster,Duran Duran,Rio (Collector's Edition),1982-05-10,False,39lSeqnyjZJejRuaREfyLL,spotify:track:39lSeqnyjZJejRuaREfyLL,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,audio_features,220627,4
621,621,I'm So Excited,The Pointer Sisters,Best Of,1989-10-21,False,2u8MGAiS2hBVE7GZzTZLQI,spotify:track:2u8MGAiS2hBVE7GZzTZLQI,0.688,0.858,5,-6.496,0,0.0348,0.10300000000000001,0.000118,0.147,0.6970000000000001,92.25299999999999,audio_features,229467,4
622,622,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,False,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,0.596,0.8690000000000001,10,-11.97,1,0.037000000000000005,0.0116,0.17300000000000001,0.0678,0.9440000000000001,109.902,audio_features,238733,4
623,623,Just Can't Get Enough,Depeche Mode,Speak And Spell (Deluxe),1981-11-02,False,0qi4b1l0eT3jpzeNHeFXDT,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,0.7659999999999999,0.772,0,-9.362,1,0.0353,0.40299999999999997,0.0584,0.183,0.92,128.166,audio_features,220893,4
624,624,I Think We're Alone Now,Tiffany,Tiffany,1987-01-01,False,2dO88mixgzqmgy56wFUVSY,spotify:track:2dO88mixgzqmgy56wFUVSY,0.75,0.723,7,-12.117,1,0.0485,0.0247,0.00414,0.0215,0.946,130.515,audio_features,228840,4
625,625,Karma Chameleon - Remastered,Culture Club,Colour By Numbers,1983-10-01,False,2wSAWEYUHkt92X4SBAPqZE,spotify:track:2wSAWEYUHkt92X4SBAPqZE,0.6679999999999999,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.04899999999999,audio_features,252773,4
626,626,I'm Gonna Be (500 Miles),The Proclaimers,Finest,2003-09-01,False,66S14BkJDxgkYxLl5DCqOz,spotify:track:66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4,-5.1770000000000005,1,0.0396,0.151,0.0,0.0827,0.807,131.922,audio_features,219467,4
627,627,All Night Long (All Night),Lionel Richie,The Definitive Collection (International 2CD Version),2003-01-01,False,4kjgGgDbNN4nR3OZYuRkUe,spotify:track:4kjgGgDbNN4nR3OZYuRkUe,0.728,0.556,1,-12.888,1,0.0472,0.136,0.00298,0.0455,0.805,108.81,audio_features,260827,4
628,628,Thriller - 2003 Edit,Michael Jackson,Number Ones,2003-11-18,False,0wQy2OO7jKjm0OOmA7gv3f,spotify:track:0wQy2OO7jKjm0OOmA7gv3f,0.775,0.852,11,-4.813,1,0.0526,0.0885,2.37e-05,0.823,0.84,118.561,audio_features,311440,4
629,629,West End Girls - 2001 Remaster,Pet Shop Boys,Please: Further Listening 1984-1986,1986-03-24,False,7FlwylpJSe3ea6m1IrkizS,spotify:track:7FlwylpJSe3ea6m1IrkizS,0.648,0.9470000000000001,4,-6.617000000000001,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,audio_features,245360,4
630,630,Tell It to My Heart,Taylor Dayne,Platinum & Gold Collection,2003-06-17,False,6jJCk7oHNwyowOUaF3gXEu,spotify:track:6jJCk7oHNwyowOUaF3gXEu,0.677,0.985,1,-4.678,1,0.0549,0.07,3.6200000000000006e-05,0.35100000000000003,0.87,118.09200000000001,audio_features,220227,4
631,631,White Wedding,Billy Idol,Vital Idol,1985,False,0bvpSvOYt4KTfZIZJmyFOs,spotify:track:0bvpSvOYt4KTfZIZJmyFOs,0.677,0.621,9,-11.765999999999998,1,0.0364,0.0335,0.0529,0.285,0.6729999999999999,146.74,audio_features,506227,4
632,632,She Drives Me Crazy,Fine Young Cannibals,The Platinum Collection,2006-03-20,False,0Zt9fqRK58Y0onY1VwaKp7,spotify:track:0Zt9fqRK58Y0onY1VwaKp7,0.7959999999999999,0.693,2,-6.02,1,0.0413,0.16399999999999998,1.77e-05,0.0408,0.9540000000000001,108.8,audio_features,218907,4
633,633,Close To Me,The Cure,The Head On The Door (Remastered),1985-08-26,False,4xiyq1iRdsxuU1BPUJ490Z,spotify:track:4xiyq1iRdsxuU1BPUJ490Z,0.7240000000000001,0.523,11,-11.139000000000001,1,0.11599999999999999,0.0745,0.703,0.0811,0.965,185.075,audio_features,203267,4
634,634,The Safety Dance,Men Without Hats,The Safety Dance,2010-05-21,False,4UB3TaEGEY9WoOpxYNMgy4,spotify:track:4UB3TaEGEY9WoOpxYNMgy4,0.524,0.8809999999999999,5,-4.479,1,0.0468,0.0252,0.0,0.10099999999999999,0.62,101.677,audio_features,164867,4
635,635,The Power Of Love,Huey Lewis & The News,Greatest Hits: Huey Lewis And The News,2006-01-01,False,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,0.768,0.8290000000000001,5,-5.109,1,0.0313,0.0964,2.9199999999999998e-05,0.09699999999999999,0.9620000000000001,118.773,audio_features,234333,4
636,636,Eye of the Tiger,Survivor,Rocky IV,1985,False,2KH16WveTQWT6KOG9Rg6e2,spotify:track:2KH16WveTQWT6KOG9Rg6e2,0.8170000000000001,0.599,0,-9.249,0,0.0328,0.132,0.00031099999999999997,0.0873,0.5479999999999999,108.87299999999999,audio_features,245640,4
637,637,Got My Mind Set On You - 2004 Mix,George Harrison,Cloud Nine,1987-11-02,False,3OeUlriM0EZHdWleJtjoVr,spotify:track:3OeUlriM0EZHdWleJtjoVr,0.767,0.8540000000000001,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.20600000000002,audio_features,234653,4
638,638,The Boys Of Summer,Don Henley,Building The Perfect Beast,1984-01-01,False,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,0.516,0.5489999999999999,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.94099999999997,audio_features,288733,4
639,639,Faith - Remastered,George Michael,Faith,1987-10-30,False,0HEmnAUT8PHznIAAmVXqFJ,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,0.887,0.48,11,-11.994000000000002,1,0.11699999999999999,0.0094,3.5799999999999996e-05,0.0662,0.607,95.846,audio_features,193200,4
640,640,Get Down On It - Single Version,Kool & The Gang,The Very Best Of Kool & The Gang,1999-01-01,False,1OsCKwNZxph96EkNusILRy,spotify:track:1OsCKwNZxph96EkNusILRy,0.879,0.626,7,-6.343999999999999,1,0.0604,0.205,6.07e-05,0.055999999999999994,0.968,110.86399999999999,audio_features,212907,4
641,641,Need You Tonight,INXS,Kick,1987,False,5eU8qMd0TpaLqTGDZJaLDs,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,0.8009999999999999,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,audio_features,180518,4
642,642,Like a Prayer,Madonna,Celebration (double disc version),2009-09-18,False,1z3ugFmUKoCzGsI6jdY4Ci,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.8420000000000001,5,-5.285,1,0.0376,0.264,2.11e-05,0.18100000000000002,0.257,111.037,audio_features,342680,4
643,643,Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,1986-03-31,False,62LJFaYihsdVrrkgUOJC05,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.0013800000000000002,0.0461,0.742,111.485,audio_features,226240,4
644,644,Kids In America,Kim Wilde,The Very Best Of Kim Wilde,2001,False,0q4xWbV08szzUpGPhVsrcD,spotify:track:0q4xWbV08szzUpGPhVsrcD,0.5660000000000001,0.769,4,-4.973,1,0.0469,0.0597,0.0,0.579,0.324,159.651,audio_features,204480,4
645,645,You Spin Me Round (Like a Record),Dead Or Alive,Youthquake,1985-09-05,False,0BB9eUBBaaX6GALSYNcEp7,spotify:track:0BB9eUBBaaX6GALSYNcEp7,0.5539999999999999,0.851,6,-10.526,0,0.0334,0.006,0.0242,0.405,0.96,128.10299999999998,audio_features,196800,4
646,646,Walk This Way (feat. Aerosmith),Run–D.M.C.,Raising Hell,1986-05-15,False,6qUEOWqOzu1rLPUPQ1ECpx,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,0.759,0.578,6,-12.56,0,0.0468,0.00796,8.18e-05,0.0605,0.9440000000000001,105.598,audio_features,309760,4
647,647,Invisible Touch - Remastered,Genesis,Invisible Touch,1986-06-09,False,480dDrqG7LO6qDaphHeXlM,spotify:track:480dDrqG7LO6qDaphHeXlM,0.623,0.94,0,-5.731,1,0.0365,0.20199999999999999,0.0018399999999999998,0.0472,0.8370000000000001,131.037,audio_features,210133,4
648,648,Start Me Up - 2009 Re-Mastered Digital Version,The Rolling Stones,Tattoo You (2009 Re-Mastered),1981-08-24,False,6ml6iL8HUdQKgtMaehAZc8,spotify:track:6ml6iL8HUdQKgtMaehAZc8,0.631,0.932,5,-4.1419999999999995,1,0.0354,0.0436,0.13699999999999998,0.0918,0.971,122.429,audio_features,213067,4
649,649,Like a Virgin,Madonna,Like a Virgin (Reissue),1984-11-12,False,1ZPlNanZsJSPK5h9YZZFbZ,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,0.773,0.6559999999999999,3,-10.88,0,0.0381,0.20199999999999999,0.00323,0.0697,0.971,119.75399999999999,audio_features,218627,4
650,650,Every Little Thing She Does Is Magic - Remastered 2003,The Police,Ghost In The Machine (Remastered),1981-10-02,False,60HDLY1Dh2Hy9wTVI3WPzO,spotify:track:60HDLY1Dh2Hy9wTVI3WPzO,0.5579999999999999,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.128,0.429,81.90899999999999,audio_features,259500,4
651,651,Break My Stride,Matthew Wilder,I Don't Speak The Language,1983-03-19,False,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.07700000000001,audio_features,184480,4
652,652,Let's Hear It for the Boy,Deniece Williams,Let's Hear It For The Boy,1984,False,0RMo4bixbZYfzuJ4AYBLu9,spotify:track:0RMo4bixbZYfzuJ4AYBLu9,0.81,0.386,7,-14.932,1,0.0595,0.0778,0.00112,0.0404,0.812,122.585,audio_features,260493,4
653,653,Word Up,Cameo,Word Up,1986-01-01,False,43r1dGvg8RkARjctRlSYNC,spotify:track:43r1dGvg8RkARjctRlSYNC,0.863,0.8390000000000001,6,-13.1,0,0.0616,0.0479,0.00784,0.0467,0.878,116.215,audio_features,261000,4
654,654,Our House,Madness,A Guided Tour Of Madness,2011-09-19,False,3rOD3MfHaXawznE0vrjM5B,spotify:track:3rOD3MfHaXawznE0vrjM5B,0.59,0.705,0,-6.062,1,0.0382,0.0928,0.00146,0.055999999999999994,0.8029999999999999,120.874,audio_features,203120,4
655,655,What A Feeling,Irene Cara,What A Feeling,2007-01-01,False,0aAR5HogGoT68EWFbyRFqx,spotify:track:0aAR5HogGoT68EWFbyRFqx,0.532,0.7290000000000001,10,-6.84,1,0.0474,0.382,0.0,0.366,0.595,121.97,audio_features,244533,4
656,656,"Relax - 7"" Mix",Frankie Goes To Hollywood,Relax,1983-10-24,False,3MIVb9pn5cDSdK7yNDsMU1,spotify:track:3MIVb9pn5cDSdK7yNDsMU1,0.6829999999999999,0.875,4,-6.916,0,0.0481,0.204,1.9e-06,0.0631,0.674,115.40100000000001,audio_features,236160,4
657,657,What's Love Got to Do with It,Tina Turner,What's Love Got to Do with It?,1993,False,4kOfxxnW1ukZdsNbCKY9br,spotify:track:4kOfxxnW1ukZdsNbCKY9br,0.851,0.406,1,-11.630999999999998,1,0.0661,0.21899999999999997,6.41e-06,0.0853,0.792,97.84,audio_features,226880,4
658,658,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree (Deluxe Edition Remastered),1987-03-10,False,7gozgbG5EBTukCFWToTRA5,spotify:track:7gozgbG5EBTukCFWToTRA5,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.6859999999999999,100.891,audio_features,277480,4
659,659,Here I Go Again 87 - 2017 Remastered Version,Whitesnake,Whitesnake (30th Anniversary Remaster),1987,False,0PP933bHgvV0eD19dG3ms5,spotify:track:0PP933bHgvV0eD19dG3ms5,0.384,0.846,7,-5.591,1,0.0365,0.151,7.730000000000001e-05,0.0913,0.272,90.17200000000001,audio_features,275693,4
660,660,Raspberry Beret,Prince,Around The World In A Day,1985-04-22,False,5jSz894ljfWE0IcHBSM39i,spotify:track:5jSz894ljfWE0IcHBSM39i,0.7609999999999999,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.75200000000001,audio_features,215173,4
661,661,TRUE - Single Edit,Spandau Ballet,True - The Digital E.P.,2008-04-25,False,0CsM8VGDi38kusMv3pxyj1,spotify:track:0CsM8VGDi38kusMv3pxyj1,0.7440000000000001,0.545,0,-9.361,1,0.0297,0.506,0.0977,0.0649,0.34600000000000003,97.40899999999999,audio_features,328293,4
662,662,Ain't Nobody,Chaka Khan,"Epiphany: The Best Of Chaka Khan, Vol. 1",1996-11-08,False,2NVpYQqdraEcQwqT7GhUkh,spotify:track:2NVpYQqdraEcQwqT7GhUkh,0.799,0.878,1,-7.109,1,0.0434,0.18899999999999997,0.000105,0.14,0.816,104.28399999999999,audio_features,280853,4
663,663,Higher Love - Single Version,Steve Winwood,'80s Pop #1's,2007-01-01,False,17Ng10tIgnYmAitl0SgT3R,spotify:track:17Ng10tIgnYmAitl0SgT3R,0.696,0.89,5,-6.819,1,0.0441,0.055,0.0596,0.5,0.922,98.742,audio_features,252227,4
664,664,Love Shack,The B-52's,Cosmic Thing,1989-06-23,False,4W4wYHtsrgDiivRASVOINL,spotify:track:4W4wYHtsrgDiivRASVOINL,0.715,0.8170000000000001,5,-6.227,0,0.0532,0.0325,1.61e-06,0.851,0.871,133.858,audio_features,321573,4
665,665,99 Red Balloons,Nena,99 Luftballons,1984-08-21,False,5mYtpXrZZ1bbGJYDGC8I0Y,spotify:track:5mYtpXrZZ1bbGJYDGC8I0Y,0.5429999999999999,0.48200000000000004,4,-12.789000000000001,1,0.19399999999999998,0.0853,9.22e-05,0.111,0.415,193.513,audio_features,284773,4
666,666,A Little Respect,Erasure,Best of Erasure,2006-12-18,True,68J1DQoZvymFuaIOz3RdVK,spotify:track:68J1DQoZvymFuaIOz3RdVK,0.584,0.8009999999999999,0,-7.415,1,0.0257,0.0605,2.31e-06,0.273,0.633,114.11399999999999,audio_features,213867,4
667,667,Together In Electric Dreams - 2003 - Remaster,The Human League,The Very Best Of The Human League,2003-09-15,False,1hVAlfoZDcfCV0SjNPWfLQ,spotify:track:1hVAlfoZDcfCV0SjNPWfLQ,0.693,0.615,3,-11.76,1,0.0254,0.2,2.08e-06,0.0866,0.848,129.968,audio_features,235427,4
668,668,Super Trouper,ABBA,Super Trouper,1980,False,7AMnWNkwYPxaVDgkwmEEKj,spotify:track:7AMnWNkwYPxaVDgkwmEEKj,0.767,0.632,0,-8.288,1,0.027999999999999997,0.436,7.49e-06,0.2,0.953,118.35,audio_features,254613,4
669,669,Don't Leave Me This Way (with Sarah Jane Morris),The Communards,Communards,1997,False,26g8bCaVhcv0KkBi5SlEg7,spotify:track:26g8bCaVhcv0KkBi5SlEg7,0.654,0.915,3,-6.254,1,0.0315,0.218,0.0,0.11,0.9159999999999999,131.942,audio_features,260947,4
670,670,Teardrops - Single Version,Womack & Womack,Music For Groovin',2007-01-01,False,5HiKQLlJ3LAuz8J9yHB0HX,spotify:track:5HiKQLlJ3LAuz8J9yHB0HX,0.879,0.693,11,-10.577,1,0.046,0.037000000000000005,0.11900000000000001,0.18,0.966,133.231,audio_features,230573,4
671,671,Never Too Much,Luther Vandross,Never Too Much,1981-07-23,False,3nFJbZCHP4d9vduKjJLdBL,spotify:track:3nFJbZCHP4d9vduKjJLdBL,0.7340000000000001,0.583,2,-11.866,1,0.129,0.125,0.0,0.0367,0.76,109.935,audio_features,230467,4
672,672,Love Will Tear Us Apart,Joy Division,The Best Of,2008-03-20,False,2JO3HwMRPeya8bXbtbyPcf,spotify:track:2JO3HwMRPeya8bXbtbyPcf,0.44299999999999995,0.956,2,-6.1979999999999995,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,audio_features,206867,4
673,673,Sexual Healing,Marvin Gaye,Midnight Love,1982-10-01,False,3VZmChrnVW8JK6ano4gSED,spotify:track:3VZmChrnVW8JK6ano4gSED,0.805,0.601,0,-9.7,0,0.0579,0.11900000000000001,0.000129,0.0581,0.746,94.382,audio_features,238600,4
674,674,The Lion Sleeps Tonight,Tight Fit,80s 100 Hits,2010-02-26,False,1so85Or3C7J0sBnBOucVBA,spotify:track:1so85Or3C7J0sBnBOucVBA,0.637,0.706,5,-9.445,1,0.0349,0.0153,1.99e-06,0.16699999999999998,0.858,121.105,audio_features,192667,4
